[ 2024-11-20 02:49:29,268 ] 16 root INFO Data ingestion started 
[ 2024-11-20 02:49:32,975 ] 56 root INFO Starting train test split 
[ 2024-11-20 02:49:32,985 ] 58 root INFO Train test split done 
[ 2024-11-20 02:49:32,985 ] 59 root INFO Exporting train and test set into train file path and test file path  
[ 2024-11-20 02:49:33,061 ] 62 root INFO Exported train set and test set to their repective paths 
[ 2024-11-20 02:49:33,063 ] 22 root INFO Data ingestion completed 
[ 2024-11-20 02:49:33,063 ] 25 root INFO Data validatoin started 
[ 2024-11-20 02:49:33,200 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 02:49:33,200 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 02:49:33,200 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 02:49:33,200 ] 31 root INFO Data frame has 31 number of columns 
