[ 2024-11-20 02:47:02,749 ] 16 root INFO Data ingestion started 
[ 2024-11-20 02:47:06,727 ] 56 root INFO Starting train test split 
[ 2024-11-20 02:47:06,732 ] 58 root INFO Train test split done 
[ 2024-11-20 02:47:06,733 ] 59 root INFO Exporting train and test set into train file path and test file path  
[ 2024-11-20 02:47:06,803 ] 62 root INFO Exported train set and test set to their repective paths 
[ 2024-11-20 02:47:06,805 ] 22 root INFO Data ingestion completed 
[ 2024-11-20 02:47:06,805 ] 25 root INFO Data validatoin started 
[ 2024-11-20 02:47:06,906 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 02:47:06,906 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 02:47:06,906 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 02:47:06,906 ] 31 root INFO Data frame has 31 number of columns 
