[ 2024-11-21 16:54:02,832 ] 19 root INFO Data ingestion started 
[ 2024-11-21 16:54:07,839 ] 56 root INFO Starting train test split 
[ 2024-11-21 16:54:07,839 ] 58 root INFO Train test split done 
[ 2024-11-21 16:54:07,839 ] 59 root INFO Exporting train and test set into train file path and test file path  
[ 2024-11-21 16:54:07,952 ] 62 root INFO Exported train set and test set to their repective paths 
[ 2024-11-21 16:54:07,952 ] 23 root INFO Data ingestion completed 
[ 2024-11-21 16:54:07,952 ] 30 root INFO Data validation started 
[ 2024-11-21 16:54:08,048 ] 30 root INFO Required number of columns: 31  
[ 2024-11-21 16:54:08,062 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-21 16:54:08,062 ] 30 root INFO Required number of columns: 31  
[ 2024-11-21 16:54:08,062 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-21 16:54:08,285 ] 34 root INFO Data validation completed 
[ 2024-11-21 16:54:08,285 ] 41 root INFO Data transformation started 
[ 2024-11-21 16:54:08,370 ] 38 root INFO Initialise KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2024-11-21 16:54:08,408 ] 45 root INFO Data transformation completed 
[ 2024-11-21 16:54:08,408 ] 52 root INFO Model Trainer started 
[ 2024-11-21 16:57:31,478 ] 56 root INFO Model Trainer completed 
