[ 2024-11-20 19:04:51,910 ] 15 root INFO Data ingestion started 
[ 2024-11-20 19:04:56,291 ] 56 root INFO Starting train test split 
[ 2024-11-20 19:04:56,296 ] 58 root INFO Train test split done 
[ 2024-11-20 19:04:56,296 ] 59 root INFO Exporting train and test set into train file path and test file path  
[ 2024-11-20 19:04:56,368 ] 62 root INFO Exported train set and test set to their repective paths 
[ 2024-11-20 19:04:56,370 ] 21 root INFO Data ingestion completed 
[ 2024-11-20 19:04:56,370 ] 24 root INFO Data validation started 
[ 2024-11-20 19:04:56,463 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 19:04:56,464 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 19:04:56,464 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 19:04:56,464 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 19:04:56,660 ] 30 root INFO Data validation completed 
[ 2024-11-20 19:04:56,660 ] 33 root INFO Data transformation started 
[ 2024-11-20 19:04:56,739 ] 38 root INFO Initialise KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2024-11-20 19:04:56,780 ] 39 root INFO Data transformation completed 
[ 2024-11-20 19:04:56,780 ] 42 root INFO Model Trainer started 
