[ 2024-11-20 19:01:05,698 ] 15 root INFO Data ingestion started 
[ 2024-11-20 19:01:10,070 ] 56 root INFO Starting train test split 
[ 2024-11-20 19:01:10,075 ] 58 root INFO Train test split done 
[ 2024-11-20 19:01:10,075 ] 59 root INFO Exporting train and test set into train file path and test file path  
[ 2024-11-20 19:01:10,151 ] 62 root INFO Exported train set and test set to their repective paths 
[ 2024-11-20 19:01:10,152 ] 21 root INFO Data ingestion completed 
[ 2024-11-20 19:01:10,152 ] 24 root INFO Data validation started 
[ 2024-11-20 19:01:10,241 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 19:01:10,256 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 19:01:10,256 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 19:01:10,256 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 19:01:10,436 ] 30 root INFO Data validation completed 
[ 2024-11-20 19:01:10,437 ] 33 root INFO Data transformation started 
[ 2024-11-20 19:01:10,519 ] 38 root INFO Initialise KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2024-11-20 19:01:10,560 ] 39 root INFO Data transformation completed 
[ 2024-11-20 19:01:10,561 ] 42 root INFO Model Trainer started 
