[ 2024-11-20 17:00:29,524 ] 15 root INFO Data ingestion started 
[ 2024-11-20 17:00:36,987 ] 56 root INFO Starting train test split 
[ 2024-11-20 17:00:36,996 ] 58 root INFO Train test split done 
[ 2024-11-20 17:00:36,996 ] 59 root INFO Exporting train and test set into train file path and test file path  
[ 2024-11-20 17:00:37,068 ] 62 root INFO Exported train set and test set to their repective paths 
[ 2024-11-20 17:00:37,069 ] 21 root INFO Data ingestion completed 
[ 2024-11-20 17:00:37,069 ] 24 root INFO Data validatoin started 
[ 2024-11-20 17:00:37,151 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 17:00:37,157 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 17:00:37,157 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 17:00:37,157 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 17:00:37,345 ] 30 root INFO Data validatoin completed 
[ 2024-11-20 17:00:37,345 ] 33 root INFO Data validatoin started 
[ 2024-11-20 17:00:37,425 ] 38 root INFO Initialise KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
