[ 2024-11-21 15:35:58,532 ] 18 root INFO Data ingestion started 
[ 2024-11-21 15:36:02,603 ] 56 root INFO Starting train test split 
[ 2024-11-21 15:36:02,608 ] 58 root INFO Train test split done 
[ 2024-11-21 15:36:02,608 ] 59 root INFO Exporting train and test set into train file path and test file path  
[ 2024-11-21 15:36:02,725 ] 62 root INFO Exported train set and test set to their repective paths 
[ 2024-11-21 15:36:02,725 ] 22 root INFO Data ingestion completed 
[ 2024-11-21 15:36:02,725 ] 29 root INFO Data validation started 
[ 2024-11-21 15:36:02,801 ] 30 root INFO Required number of columns: 31  
[ 2024-11-21 15:36:02,817 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-21 15:36:02,817 ] 30 root INFO Required number of columns: 31  
[ 2024-11-21 15:36:02,817 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-21 15:36:03,052 ] 33 root INFO Data validation completed 
[ 2024-11-21 15:36:03,052 ] 40 root INFO Data transformation started 
[ 2024-11-21 15:36:03,136 ] 38 root INFO Initialise KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2024-11-21 15:36:03,171 ] 44 root INFO Data transformation completed 
[ 2024-11-21 15:36:03,171 ] 51 root INFO Model Trainer started 
[ 2024-11-21 15:38:47,403 ] 55 root INFO Model Trainer completed 
