[ 2024-11-20 19:08:36,122 ] 15 root INFO Data ingestion started 
[ 2024-11-20 19:08:41,022 ] 56 root INFO Starting train test split 
[ 2024-11-20 19:08:41,029 ] 58 root INFO Train test split done 
[ 2024-11-20 19:08:41,029 ] 59 root INFO Exporting train and test set into train file path and test file path  
[ 2024-11-20 19:08:41,113 ] 62 root INFO Exported train set and test set to their repective paths 
[ 2024-11-20 19:08:41,115 ] 21 root INFO Data ingestion completed 
[ 2024-11-20 19:08:41,115 ] 24 root INFO Data validation started 
[ 2024-11-20 19:08:41,222 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 19:08:41,239 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 19:08:41,239 ] 30 root INFO Required number of columns: 31  
[ 2024-11-20 19:08:41,239 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-20 19:08:41,509 ] 30 root INFO Data validation completed 
[ 2024-11-20 19:08:41,510 ] 33 root INFO Data transformation started 
[ 2024-11-20 19:08:41,631 ] 38 root INFO Initialise KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2024-11-20 19:08:41,685 ] 39 root INFO Data transformation completed 
[ 2024-11-20 19:08:41,685 ] 42 root INFO Model Trainer started 
