[ 2024-11-21 15:06:39,273 ] 18 root INFO Data ingestion started 
[ 2024-11-21 15:06:43,402 ] 56 root INFO Starting train test split 
[ 2024-11-21 15:06:43,413 ] 58 root INFO Train test split done 
[ 2024-11-21 15:06:43,413 ] 59 root INFO Exporting train and test set into train file path and test file path  
[ 2024-11-21 15:06:43,496 ] 62 root INFO Exported train set and test set to their repective paths 
[ 2024-11-21 15:06:43,496 ] 22 root INFO Data ingestion completed 
[ 2024-11-21 15:06:43,496 ] 29 root INFO Data validation started 
[ 2024-11-21 15:06:43,596 ] 30 root INFO Required number of columns: 31  
[ 2024-11-21 15:06:43,598 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-21 15:06:43,598 ] 30 root INFO Required number of columns: 31  
[ 2024-11-21 15:06:43,598 ] 31 root INFO Data frame has 31 number of columns 
[ 2024-11-21 15:06:43,823 ] 33 root INFO Data validation completed 
[ 2024-11-21 15:06:43,823 ] 40 root INFO Data transformation started 
[ 2024-11-21 15:06:43,908 ] 38 root INFO Initialise KNNimputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'} 
[ 2024-11-21 15:06:43,952 ] 44 root INFO Data transformation completed 
[ 2024-11-21 15:06:43,952 ] 51 root INFO Model Trainer started 
[ 2024-11-21 15:09:26,294 ] 55 root INFO Model Trainer completed 
